,fecha,centro,almacen,tipo_stock,material,cantidad_teorica,cantidad_contada,stock_diferencia,impacto_valor,diferencia_absoluta,diferencia_porcentual,impacto_economico_abs
13691,2026-03-31,R241,MP01,Almacén,2007590,831.747,688.0,-143.747,2689828.0,143.747,17.28253904131906,2689828.0
13693,2026-03-31,R241,MP01,Almacén,2007592,387.16,350.0,-37.16,674970.0,37.16,9.598098977167062,674970.0
13697,2026-03-31,R241,MP01,Almacén,2007940,4091.508,2930.0,-1161.508,829917.0,1161.508,28.38826173625959,829917.0
13699,2026-03-31,R241,MP01,Almacén,2007941,8688.0,8070.0,-618.0,438573.0,618.0,7.113259668508287,438573.0
13701,2026-03-31,R241,MP01,Almacén,2007942,8800.0,7420.0,-1380.0,1007377.0,1380.0,15.681818181818183,1007377.0
13703,2026-03-31,R241,MP01,Almacén,2007943,1117.43,3226.0,2108.57,1508007.0,2108.57,188.6981734873773,1508007.0
13719,2026-03-31,R241,MP01,Almacén,2008161,7614.531,7080.0,-534.531,469319.0,534.531,7.019880804214992,469319.0
13721,2026-03-31,R241,MP01,Almacén,2008162,9143.964,9304.0,160.036,142574.0,160.036,1.7501818686075317,142574.0
13725,2026-03-31,R241,MP01,Almacén,2008208,856.554,1532.0,675.446,600632.0,675.446,78.85620754791876,600632.0
13735,2026-03-31,R241,MP01,Almacén,2008650,9355.094,7633.0,-1722.094,1574869.0,1722.094,18.40808868409019,1574869.0
13737,2026-03-31,R241,MP01,Almacén,2008964,2636.256,2970.0,333.744,253840.0,333.744,12.659772040348132,253840.0
13741,2026-03-31,R241,MP01,Almacén,2008967,5042.7,4500.0,-542.7,411308.0,542.7,10.762091736569696,411308.0
13743,2026-03-31,R241,MP01,Almacén,2008968,11418.112,9376.0,-2042.112,1554025.0,2042.112,17.884848213084616,1554025.0
14113,2026-03-31,R241,FB01,Almacén,BASEN410001,34940.145,34909.501,-30.644,116110.0,30.644,0.0877042725495272,116110.0
14115,2026-03-31,R241,FB01,Almacén,BASEN410003,10010.211,6031.966,-3978.245,18980207.0,3978.245,39.741869576974956,18980207.0
14117,2026-03-31,R241,FB01,Almacén,BASEN410005,13750.78,13533.523,-217.257,570734.0,217.257,1.5799612821963553,570734.0
14119,2026-03-31,R241,FB01,Almacén,BASEN410008,5849.12,5782.296,-66.824,252996.0,66.824,1.1424624558908005,252996.0
14123,2026-03-31,R241,FB01,Almacén,BASEN410012,720.302,720.552,0.25,324.0,0.25,0.03470766428525813,324.0
14125,2026-03-31,R241,FB01,Almacén,BASEN410014,28703.948,28723.452,19.504,60072.0,19.504,0.06794884104444449,60072.0
14127,2026-03-31,R241,FB01,Almacén,CUBIE410003,1074.246,1074.35,0.104,331.0,0.104,0.009681208959586535,331.0
14129,2026-03-31,R241,FB01,Almacén,CUBIE410010,1187.071,3450.695,2263.624,9065814.0,2263.624,190.6898576412026,9065814.0
14131,2026-03-31,R241,FB01,Almacén,CUBIE410019,710.0,710.076,0.076,554.0,0.076,0.010704225352112677,554.0
14135,2026-03-31,R241,FB01,Almacén,CUBIE410029,6459.417,6514.402,54.985,156982.0,54.985,0.8512378129481345,156982.0
14137,2026-03-31,R241,FB01,Almacén,ENGON410002,3753.954,3166.849,-587.105,1134874.0,587.105,15.639642893866041,1134874.0
14139,2026-03-31,R241,FB01,Almacén,ENGON410005,42102.857,41873.634,-229.223,532256.0,229.223,0.5444357374607619,532256.0
14155,2026-03-31,R241,MP01,Almacén,1004883,10700.0,10650.0,-50.0,223311.0,50.0,0.46728971962616817,223311.0
14159,2026-03-31,R241,MP01,Almacén,1004927,105.0,104.0,-1.0,6261.0,1.0,0.9523809523809524,6261.0
14163,2026-03-31,R241,MP01,Almacén,1005062,1424.0,1400.0,-24.0,90586.0,24.0,1.6853932584269662,90586.0
14181,2026-03-31,R241,MP01,Almacén,1007046,601.0,596.0,-5.0,78948.0,5.0,0.8319467554076538,78948.0
14193,2026-03-31,R241,MP01,Almacén,1007059,172.0,171.0,-1.0,10906.0,1.0,0.5813953488372093,10906.0
14201,2026-03-31,R241,MP01,Almacén,1007070,364.0,360.0,-4.0,21174.0,4.0,1.098901098901099,21174.0
14203,2026-03-31,R241,MP01,Almacén,1007080,8385.0,8335.0,-50.0,39400.0,50.0,0.5963029218843172,39400.0
14205,2026-03-31,R241,MP01,Almacén,1007083,7454.0,7504.0,50.0,87816.0,50.0,0.6707807888382077,87816.0
14213,2026-03-31,R241,MP01,Almacén,1007092,111.5,111.0,-0.5,16796.0,0.5,0.4484304932735426,16796.0
14221,2026-03-31,R241,MP01,Almacén,1007101,2244.0,2214.0,-30.0,15000.0,30.0,1.3368983957219251,15000.0
14223,2026-03-31,R241,MP01,Almacén,1007104,81.0,80.0,-1.0,16096.0,1.0,1.2345679012345678,16096.0
14225,2026-03-31,R241,MP01,Almacén,1007105,529.0,529.5,0.5,10781.0,0.5,0.0945179584120983,10781.0
14227,2026-03-31,R241,MP01,Almacén,1007108,2342.5,2292.5,-50.0,60900.0,50.0,2.134471718249733,60900.0
14229,2026-03-31,R241,MP01,Almacén,1007111,1640.0,1680.0,40.0,211917.0,40.0,2.4390243902439024,211917.0
14233,2026-03-31,R241,MP01,Almacén,1007127,9905.0,10135.0,230.0,417743.0,230.0,2.3220595658758203,417743.0
14237,2026-03-31,R241,MP01,Almacén,1007133,14652.0,14342.0,-310.0,503424.0,310.0,2.115752115752116,503424.0
14251,2026-03-31,R241,MP01,Almacén,1007342,111.6,112.6,1.0,36656.0,1.0,0.896057347670251,36656.0
14257,2026-03-31,R241,MP01,Almacén,1007682,859.592,829.4,-30.192,1240653.0,30.192,3.5123640052490015,1240653.0
14265,2026-03-31,R241,MP01,Almacén,1007753,146.4,147.63,1.23,41249.0,1.23,0.8401639344262295,41249.0
14275,2026-03-31,R241,MP01,Almacén,1008186,4960.0,4980.0,20.0,72423.0,20.0,0.4032258064516129,72423.0
14277,2026-03-31,R241,MP01,Almacén,1008187,848.821,837.05,-11.771,470463.0,11.771,1.3867470291145012,470463.0
14279,2026-03-31,R241,MP01,Almacén,1008193,1716.129,1712.09,-4.039,129483.0,4.039,0.23535526758186592,129483.0
14281,2026-03-31,R241,MP01,Almacén,1008194,1791.73,1646.35,-145.38,3450440.0,145.38,8.113945739592461,3450440.0
14285,2026-03-31,R241,MP01,Almacén,1008198,17202.0,16990.0,-212.0,724239.0,212.0,1.2324148354842461,724239.0
14293,2026-03-31,R241,MP01,Almacén,1008404,1132.0,1117.0,-15.0,110404.0,15.0,1.325088339222615,110404.0
14297,2026-03-31,R241,MP01,Almacén,1008439,750.75,756.25,5.5,322240.0,5.5,0.7326007326007326,322240.0
14921,2026-03-31,R241,FB01,Almacén,BARBT410001,225.658,280.719,55.061,12713089.0,55.061,24.40019853051964,12713089.0
14923,2026-03-31,R241,FB01,Almacén,CWSEU410001,171684.625,208926.0,37241.375,12848274.0,37241.375,21.691735646101098,12848274.0
14925,2026-03-31,R241,FB01,Almacén,PASTA410001,976.451,875.777,-100.674,33510750.0,100.674,10.310194776798836,33510750.0
14931,2026-03-31,R241,MP01,Almacén,1007042,262.536,312.558,50.022,3082370.0,50.022,19.0533869640735,3082370.0
14935,2026-03-31,R241,MP01,Almacén,1007131,7738.708,7795.0,56.292,157432.0,56.292,0.7274082443736086,157432.0
14937,2026-03-31,R241,MP01,Almacén,1007151,474272.795,492268.625,17995.83,6035228.0,17995.83,3.794404863555373,6035228.0
14939,2026-03-31,R241,MP01,Almacén,1007152,20046.328,20575.0,528.672,1321969.0,528.672,2.6372510716177047,1321969.0
14945,2026-03-31,R241,MP01,Almacén,1008433,23273.581,23438.0,164.419,290905.0,164.419,0.7064619750609071,290905.0
14949,2026-03-31,R241,FB01,Almacén,ARCIL410001,775.817,854.273,78.456,8274048.0,78.456,10.112694101830716,8274048.0
14951,2026-03-31,R241,FB01,Almacén,ARCIL410002,788.856,831.858,43.002,4535034.0,43.002,5.451185007149594,4535034.0
14953,2026-03-31,R241,FB01,Almacén,ARCIL410003,642.555,692.471,49.916,5264191.0,49.916,7.768362241364553,5264191.0
14955,2026-03-31,R241,FB01,Almacén,ARCIL410004,1884.685,1716.13,-168.555,17775985.0,168.555,8.943404335472506,17775985.0
14957,2026-03-31,R241,FB01,Almacén,ARCIL410005,69.516,80.886,11.37,2073752.0,11.37,16.355946832383907,2073752.0
14959,2026-03-31,R241,FB01,Almacén,ARCIL410007,2601.178,2630.751,29.573,2936776.0,29.573,1.1369079701581362,2936776.0
14961,2026-03-31,R241,FB01,Almacén,ARCIL410008,2127.836,2245.105,117.269,14937373.0,117.269,5.511186012455848,14937373.0
14963,2026-03-31,R241,FB01,Almacén,TRITU410001,10.466,10.622,0.156,4145.0,0.156,1.4905407987769923,4145.0
15039,2026-04-09,R241,MP01,Almacén,2005265,645.95,1346.0,700.05,2775057.0,700.05,108.37526124313027,2775057.0
15041,2026-04-09,R241,MP01,Almacén,2005285,4152.707,3000.0,-1152.707,48432.0,1152.707,27.75796606887989,48432.0
15065,2026-04-09,R241,MP01,Almacén,2007001,2630.048,2541.0,-89.048,3282343.0,89.048,3.3857937193541714,3282343.0
15067,2026-04-09,R241,MP01,Almacén,2007007,667.989,663.0,-4.989,249048.0,4.989,0.7468685861593528,249048.0
15069,2026-04-09,R241,MP01,Almacén,2007008,132981.581,95000.0,-37981.581,3235956.0,37981.581,28.561535149743783,3235956.0
15071,2026-04-09,R241,MP01,Almacén,2007012,898.634,1000.0,101.366,4248.0,101.366,11.2800094365448,4248.0
15073,2026-04-09,R241,MP01,Almacén,2007031,33.5,3.0,-30.5,251018.0,30.5,91.04477611940298,251018.0
15075,2026-04-09,R241,MP01,Almacén,2007034,108.36,130.0,21.64,322436.0,21.64,19.97046880767811,322436.0
15077,2026-04-09,R241,MP01,Almacén,2007036,1047.681,1000.0,-47.681,378.0,47.681,4.55109904637003,378.0
15093,2026-04-09,R241,MP01,Almacén,2007502,986.99,971.0,-15.99,670051.0,15.99,1.6200772044296294,670051.0
15103,2026-04-09,R241,MP01,Almacén,2007590,656.136,514.0,-142.136,2634655.0,142.136,21.662582147603544,2634655.0
15105,2026-04-09,R241,MP01,Almacén,2007592,453.661,397.0,-56.661,1029187.0,56.661,12.48972250204448,1029187.0
15109,2026-04-09,R241,MP01,Almacén,2007940,8382.0,8646.0,264.0,187589.0,264.0,3.149606299212598,187589.0
15111,2026-04-09,R241,MP01,Almacén,2007941,6978.0,6900.0,-78.0,55245.0,78.0,1.117798796216681,55245.0
15113,2026-04-09,R241,MP01,Almacén,2007942,1351.381,1192.0,-159.381,115474.0,159.381,11.79393524106081,115474.0
15115,2026-04-09,R241,MP01,Almacén,2007943,589.632,1114.0,524.368,372805.0,524.368,88.93140128079888,372805.0
15131,2026-04-09,R241,MP01,Almacén,2008161,6774.0,6900.0,126.0,111356.0,126.0,1.8600531443755535,111356.0
15133,2026-04-09,R241,MP01,Almacén,2008162,11414.347,10376.0,-1038.347,925112.0,1038.347,9.096858541272663,925112.0
15135,2026-04-09,R241,MP01,Almacén,2008163,2232.0,2000.0,-232.0,196545.0,232.0,10.39426523297491,196545.0
15137,2026-04-09,R241,MP01,Almacén,2008208,1303.34,1632.0,328.66,292635.0,328.66,25.216750809458777,292635.0
15147,2026-04-09,R241,MP01,Almacén,2008650,5035.027,7962.0,2926.973,2676930.0,2926.973,58.132220542213574,2676930.0
15149,2026-04-09,R241,MP01,Almacén,2008964,1217.626,1372.0,154.374,117439.0,154.374,12.67827723783822,117439.0
15151,2026-04-09,R241,MP01,Almacén,2008965,340.0,250.0,-90.0,67420.0,90.0,26.47058823529412,67420.0
15153,2026-04-09,R241,MP01,Almacén,2008967,5826.0,5870.0,44.0,33371.0,44.0,0.7552351527634741,33371.0
15155,2026-04-09,R241,MP01,Almacén,2008968,5036.187,4320.0,-716.187,545014.0,716.187,14.22081824999747,545014.0
15523,2026-04-09,R241,FB01,Almacén,BARBT410001,170.873,317.237,146.364,33794130.0,146.364,85.65659876048294,33794130.0
15525,2026-04-09,R241,FB01,Almacén,CWSEU410001,156023.475,24732.0,-131291.475,45295559.0,131291.475,84.14853918617055,45295559.0
15527,2026-04-09,R241,FB01,Almacén,PASTA410001,1113.105,807.0,-306.105,101891334.0,306.105,27.500101068632336,101891334.0
15533,2026-04-09,R241,MP01,Almacén,1007042,149.394,149.375,-0.019,1171.0,0.019,0.012718047578885365,1171.0
15537,2026-04-09,R241,MP01,Almacén,1007131,3768.555,3738.0,-30.555,85453.0,30.555,0.8107882198879942,85453.0
15539,2026-04-09,R241,MP01,Almacén,1007151,471324.092,464900.906,-6423.186,2168918.0,6423.186,1.3627960269851853,2168918.0
15541,2026-04-09,R241,MP01,Almacén,1007152,19427.578,18775.0,-652.578,1631801.0,652.578,3.3590291080030665,1631801.0
15547,2026-04-09,R241,MP01,Almacén,1008433,17154.027,13913.001,-3241.026,6009571.0,3241.026,18.893674354132706,6009571.0
15549,2026-04-09,R241,MP01,Almacén,1008435,321852.031,321852.0,-0.031,10.0,0.031,9.631755283222058e-06,10.0
15551,2026-04-09,R241,FB01,Almacén,TRITU410001,91.471,91.498,0.027,717.0,0.027,0.029517552011019885,717.0
15553,2026-04-09,R241,FB01,Almacén,BASEC410001,3107.969,3115.584,7.615,37618.0,7.615,0.2450153138593081,37618.0
15555,2026-04-09,R241,FB01,Almacén,BASEN410001,35529.129,38164.69,2635.561,9986141.0,2635.561,7.418028739179055,9986141.0
15557,2026-04-09,R241,FB01,Almacén,BASEN410003,20403.466,19172.941,-1230.525,5870835.0,1230.525,6.030960622082543,5870835.0
15559,2026-04-09,R241,FB01,Almacén,BASEN410005,8033.523,8034.768,1.245,3271.0,1.245,0.015497559414468596,3271.0
15561,2026-04-09,R241,FB01,Almacén,BASEN410008,5932.296,5883.5,-48.796,184742.0,48.796,0.8225483017030842,184742.0
15563,2026-04-09,R241,FB01,Almacén,BASEN410010,778.588,778.527,-0.061,296.0,0.061,0.007834695628496714,296.0
15565,2026-04-09,R241,FB01,Almacén,BASEN410012,720.552,720.34,-0.212,275.0,0.212,0.02942188766390212,275.0
15567,2026-04-09,R241,FB01,Almacén,BASEN410014,27849.17,27797.531,-51.639,159048.0,51.639,0.1854238384842349,159048.0
15569,2026-04-09,R241,FB01,Almacén,CUBIE410003,1867.032,1913.315,46.283,147458.0,46.283,2.4789612604390285,147458.0
15571,2026-04-09,R241,FB01,Almacén,CUBIE410010,1579.149,3098.633,1519.484,6085533.0,1519.484,96.22169915568449,6085533.0
15573,2026-04-09,R241,FB01,Almacén,CUBIE410019,710.076,2186.552,1476.476,10754651.0,1476.476,207.93210867569107,10754651.0
15577,2026-04-09,R241,FB01,Almacén,CUBIE410029,3825.718,4304.839,479.121,1367890.0,479.121,12.523688363857453,1367890.0
15579,2026-04-09,R241,FB01,Almacén,ENGON410002,4466.394,4468.293,1.899,3671.0,1.899,0.042517520845675505,3671.0
15581,2026-04-09,R241,FB01,Almacén,ENGON410005,42396.39,42446.331,49.941,115963.0,49.941,0.11779540663721605,115963.0
15601,2026-04-09,R241,MP01,Almacén,1004893,70.0,70.5,0.5,23575.0,0.5,0.7142857142857143,23575.0
15603,2026-04-09,R241,MP01,Almacén,1004927,104.0,105.0,1.0,6261.0,1.0,0.9615384615384616,6261.0
15617,2026-04-09,R241,MP01,Almacén,1007037,25.859,27.0,1.141,59584.0,1.141,4.412390270312077,59584.0
15645,2026-04-09,R241,MP01,Almacén,1007070,1208.0,1218.0,10.0,52934.0,10.0,0.8278145695364238,52934.0
15647,2026-04-09,R241,MP01,Almacén,1007080,7460.0,7340.0,-120.0,94560.0,120.0,1.6085790884718498,94560.0
15649,2026-04-09,R241,MP01,Almacén,1007083,8570.0,8650.0,80.0,140506.0,80.0,0.9334889148191364,140506.0
15663,2026-04-09,R241,MP01,Almacén,1007100,86.8,87.0,0.2,11372.0,0.2,0.2304147465437788,11372.0
15667,2026-04-09,R241,MP01,Almacén,1007104,71.0,70.0,-1.0,16096.0,1.0,1.4084507042253522,16096.0
15669,2026-04-09,R241,MP01,Almacén,1007105,355.0,350.0,-5.0,107814.0,5.0,1.4084507042253522,107814.0
15671,2026-04-09,R241,MP01,Almacén,1007108,2837.5,2857.5,20.0,24360.0,20.0,0.7048458149779736,24360.0
15675,2026-04-09,R241,MP01,Almacén,1007126,186.0,183.0,-3.0,5346.0,3.0,1.6129032258064515,5346.0
15677,2026-04-09,R241,MP01,Almacén,1007127,10800.0,10630.0,-170.0,308767.0,170.0,1.574074074074074,308767.0
15681,2026-04-09,R241,MP01,Almacén,1007133,12790.0,12500.0,-290.0,468516.0,290.0,2.2673964034401877,468516.0
15683,2026-04-09,R241,MP01,Almacén,1007135,140.0,145.0,5.0,165555.0,5.0,3.571428571428571,165555.0
15693,2026-04-09,R241,MP01,Almacén,1007257,1750.0,1735.0,-15.0,64392.0,15.0,0.8571428571428572,64392.0
15695,2026-04-09,R241,MP01,Almacén,1007342,604.0,606.6,2.6,95352.0,2.6,0.4304635761589404,95352.0
15699,2026-04-09,R241,MP01,Almacén,1007644,21445.0,21335.0,-110.0,86900.0,110.0,0.5129400792725577,86900.0
15701,2026-04-09,R241,MP01,Almacén,1007682,578.039,655.45,77.411,3180982.0,77.411,13.392002961737875,3180982.0
15703,2026-04-09,R241,MP01,Almacén,1007691,154.425,156.45,2.025,79145.0,2.025,1.3113161728994656,79145.0
15709,2026-04-09,R241,MP01,Almacén,1007753,98.914,106.51,7.596,254735.0,7.596,7.679398265159633,254735.0
15719,2026-04-09,R241,MP01,Almacén,1008186,3020.0,3050.0,30.0,108634.0,30.0,0.9933774834437087,108634.0
15721,2026-04-09,R241,MP01,Almacén,1008187,694.566,580.42,-114.146,4562180.0,114.146,16.434147366844908,4562180.0
15723,2026-04-09,R241,MP01,Almacén,1008193,1077.236,1138.5,61.264,1964011.0,61.264,5.687147477432985,1964011.0
15725,2026-04-09,R241,MP01,Almacén,1008194,1293.547,1472.27,178.723,4241801.0,178.723,13.816506087525232,4241801.0
15729,2026-04-09,R241,MP01,Almacén,1008198,26074.0,25854.0,-220.0,751569.0,220.0,0.8437523970238552,751569.0
15731,2026-04-09,R241,MP01,Almacén,1008348,596.0,600.0,4.0,32771.0,4.0,0.6711409395973155,32771.0
15733,2026-04-09,R241,MP01,Almacén,1008349,38.5,39.0,0.5,5224.0,0.5,1.2987012987012987,5224.0
15741,2026-04-09,R241,MP01,Almacén,1008439,653.298,663.1,9.802,574289.0,9.802,1.5003872658419282,574289.0
15923,2026-04-09,R241,FB01,Almacén,CUBIE410002,45.681,0.0,-45.681,137683.0,45.681,100.0,137683.0
16438,2026-04-16,R241,FB01,Almacén,BARBT410001,288.267,380.506,92.239,21297155.0,92.239,31.99776596003011,21297155.0
16440,2026-04-16,R241,FB01,Almacén,CWSEU410001,61681.5,140422.0,78740.5,27165473.0,78740.5,127.65659071196387,27165473.0
16442,2026-04-16,R241,FB01,Almacén,PASTA410001,1069.824,938.455,-131.369,43728011.0,131.369,12.279496440536013,43728011.0
16444,2026-04-16,R241,FB01,Almacén,ARCIL410001,517.562,625.837,108.275,11418790.0,108.275,20.92019893268826,11418790.0
16446,2026-04-16,R241,FB01,Almacén,ARCIL410002,461.778,535.386,73.608,7762773.0,73.608,15.940127074048569,7762773.0
16448,2026-04-16,R241,FB01,Almacén,ARCIL410003,511.677,609.82,98.143,10350259.0,98.143,19.18065498351499,10350259.0
16450,2026-04-16,R241,FB01,Almacén,ARCIL410004,1685.536,1731.852,46.316,4884532.0,46.316,2.747849942095571,4884532.0
16452,2026-04-16,R241,FB01,Almacén,ARCIL410007,2905.129,2949.259,44.13,4382374.0,44.13,1.5190375367152371,4382374.0
16454,2026-04-16,R241,FB01,Almacén,ARCIL410008,2630.873,2734.895,104.022,13250010.0,104.022,3.953896672321317,13250010.0
16456,2026-04-16,R241,FB01,Almacén,TRITU410001,9.286,8.962,-0.324,8609.0,0.324,3.489123411587336,8609.0
16462,2026-04-16,R241,MP01,Almacén,1007042,78.898,95.057,16.159,995722.0,16.159,20.480874039899614,995722.0
16466,2026-04-16,R241,MP01,Almacén,1007131,7398.987,7844.0,445.013,1193313.0,445.013,6.0145125271878435,1193313.0
16468,2026-04-16,R241,MP01,Almacén,1007152,17892.368,17800.0,-92.368,230970.0,92.368,0.5162424560013521,230970.0
16474,2026-04-16,R241,MP01,Almacén,1008433,14407.443,14764.001,356.558,671874.0,356.558,2.4748180506422965,671874.0
16476,2026-04-16,R241,MP01,Almacén,1008435,304212.0,302580.0,-1632.0,523630.0,1632.0,0.5364679894284249,523630.0
16478,2026-04-16,R241,MP01,Almacén,2005265,661.563,1173.0,511.437,2027378.0,511.437,77.30737662172764,2027378.0
16480,2026-04-16,R241,MP01,Almacén,2005285,3896.677,3100.0,-796.677,33466.0,796.677,20.445035603412855,33466.0
16504,2026-04-16,R241,MP01,Almacén,2007001,1562.43,1552.0,-10.43,345797.0,10.43,0.6675499062357994,345797.0
16506,2026-04-16,R241,MP01,Almacén,2007007,620.0,615.0,-5.0,249597.0,5.0,0.8064516129032258,249597.0
16508,2026-04-16,R241,MP01,Almacén,2007008,127317.585,110000.0,-17317.585,1475427.0,17317.585,13.601879897423439,1475427.0
16510,2026-04-16,R241,MP01,Almacén,2007012,957.309,900.0,-57.309,2402.0,57.309,5.986468319006716,2402.0
16512,2026-04-16,R241,MP01,Almacén,2007031,19.5,14.0,-5.5,47871.0,5.5,28.205128205128204,47871.0
16514,2026-04-16,R241,MP01,Almacén,2007034,135.244,145.0,9.756,145364.0,9.756,7.213628700718701,145364.0
16516,2026-04-16,R241,MP01,Almacén,2007036,6591.875,6500.0,-91.875,729.0,91.875,1.3937612591258177,729.0
16532,2026-04-16,R241,MP01,Almacén,2007502,1436.998,1432.0,-4.998,211350.0,4.998,0.3478084172698918,211350.0
16542,2026-04-16,R241,MP01,Almacén,2007590,608.428,510.0,-98.428,1824477.0,98.428,16.177427731794065,1824477.0
16544,2026-04-16,R241,MP01,Almacén,2007592,375.552,347.0,-28.552,518617.0,28.552,7.602675528289024,518617.0
16548,2026-04-16,R241,MP01,Almacén,2007940,4808.0,4176.0,-632.0,448681.0,632.0,13.14475873544093,448681.0
16550,2026-04-16,R241,MP01,Almacén,2007941,10108.0,9880.0,-228.0,161245.0,228.0,2.2556390977443606,161245.0
16552,2026-04-16,R241,MP01,Almacén,2007942,6635.572,6522.0,-113.572,81695.0,113.572,1.7115630724826736,81695.0
16554,2026-04-16,R241,MP01,Almacén,2007943,2977.955,3188.0,210.045,148548.0,210.045,7.05333022157823,148548.0
16570,2026-04-16,R241,MP01,Almacén,2008161,8072.0,8228.0,156.0,138106.0,156.0,1.9326065411298314,138106.0
16572,2026-04-16,R241,MP01,Almacén,2008162,6791.945,7012.0,220.055,196062.0,220.055,3.239940841688206,196062.0
16576,2026-04-16,R241,MP01,Almacén,2008208,817.0,1462.0,645.0,574440.0,645.0,78.94736842105263,574440.0
16586,2026-04-16,R241,MP01,Almacén,2008650,5957.428,6292.0,334.572,305966.0,334.572,5.616047730664978,305966.0
16588,2026-04-16,R241,MP01,Almacén,2008964,928.0,1220.0,292.0,222165.0,292.0,31.46551724137931,222165.0
16592,2026-04-16,R241,MP01,Almacén,2008967,1812.0,1860.0,48.0,36451.0,48.0,2.6490066225165565,36451.0
16594,2026-04-16,R241,MP01,Almacén,2008968,11063.42,10628.0,-435.42,331353.0,435.42,3.9356726943386406,331353.0
16978,2026-04-16,R241,MP01,Almacén,1004893,70.5,70.0,-0.5,23575.0,0.5,0.7092198581560284,23575.0
16996,2026-04-16,R241,MP01,Almacén,1007037,25.34,28.23,2.89,150918.0,2.89,11.404893449092345,150918.0
17002,2026-04-16,R241,MP01,Almacén,1007045,106.5,104.0,-2.5,43099.0,2.5,2.3474178403755865,43099.0
17018,2026-04-16,R241,MP01,Almacén,1007060,203.371,230.0,26.629,295052.0,26.629,13.093803934680952,295052.0
17024,2026-04-16,R241,MP01,Almacén,1007070,966.0,964.0,-2.0,10587.0,2.0,0.2070393374741201,10587.0
17026,2026-04-16,R241,MP01,Almacén,1007080,9665.0,9520.0,-145.0,114260.0,145.0,1.5002586652871184,114260.0
17028,2026-04-16,R241,MP01,Almacén,1007083,8016.0,8048.0,32.0,56006.0,32.0,0.39920159680638717,56006.0
17032,2026-04-16,R241,MP01,Almacén,1007085,2507.0,2511.0,4.0,3223.0,4.0,0.15955325089748704,3223.0
17042,2026-04-16,R241,MP01,Almacén,1007100,127.0,128.0,1.0,56657.0,1.0,0.7874015748031495,56657.0
17044,2026-04-16,R241,MP01,Almacén,1007101,1966.0,1988.0,22.0,11000.0,22.0,1.119023397761953,11000.0
17048,2026-04-16,R241,MP01,Almacén,1007105,240.5,244.0,3.5,75470.0,3.5,1.4553014553014554,75470.0
17050,2026-04-16,R241,MP01,Almacén,1007108,2582.5,2557.5,-25.0,30450.0,25.0,0.9680542110358179,30450.0
17054,2026-04-16,R241,MP01,Almacén,1007126,1247.5,1233.0,-14.5,25840.0,14.5,1.1623246492985972,25840.0
17056,2026-04-16,R241,MP01,Almacén,1007127,10745.0,10780.0,35.0,63570.0,35.0,0.32573289902280134,63570.0
17060,2026-04-16,R241,MP01,Almacén,1007133,14058.0,13894.0,-164.0,264268.0,164.0,1.1665955327927158,264268.0
17080,2026-04-16,R241,MP01,Almacén,1007682,1247.117,1290.92,43.803,1799958.0,43.803,3.5123408629663455,1799958.0
17082,2026-04-16,R241,MP01,Almacén,1007691,134.429,157.5,23.071,901711.0,23.071,17.162219461574512,901711.0
17088,2026-04-16,R241,MP01,Almacén,1007753,167.005,166.19,-0.815,27331.0,0.815,0.4880093410376935,27331.0
17098,2026-04-16,R241,MP01,Almacén,1008186,3610.0,3600.0,-10.0,36211.0,10.0,0.2770083102493075,36211.0
17100,2026-04-16,R241,MP01,Almacén,1008187,900.392,925.18,24.788,990725.0,24.788,2.7530231277043775,990725.0
17102,2026-04-16,R241,MP01,Almacén,1008193,806.624,738.51,-68.114,2183610.0,68.114,8.444330939818306,2183610.0
17104,2026-04-16,R241,MP01,Almacén,1008194,1235.695,1226.32,-9.375,222506.0,9.375,0.7586823609385811,222506.0
17108,2026-04-16,R241,MP01,Almacén,1008198,22938.0,22932.0,-6.0,20497.0,6.0,0.02615746795710175,20497.0
17120,2026-04-16,R241,MP01,Almacén,1008439,507.52,557.6,50.08,2934137.0,50.08,9.867591424968476,2934137.0
17414,2026-04-16,R241,FB01,Almacén,BASEC410001,957.524,2177.491,1219.967,6026637.0,1219.967,127.40850359886542,6026637.0
17416,2026-04-16,R241,FB01,Almacén,BASEN410001,39334.949,39291.356,-43.593,165174.0,43.593,0.1108251087347285,165174.0
17418,2026-04-16,R241,FB01,Almacén,BASEN410003,11597.279,11559.076,-38.203,182267.0,38.203,0.32941347707509666,182267.0
17420,2026-04-16,R241,FB01,Almacén,BASEN410005,10688.766,10658.504,-30.262,79498.0,30.262,0.2831196791098243,79498.0
17426,2026-04-16,R241,FB01,Almacén,BASEN410012,2320.34,2318.124,-2.216,2874.0,2.216,0.09550324521406346,2874.0
17428,2026-04-16,R241,FB01,Almacén,BASEN410014,25949.235,25937.28,-11.955,36821.0,11.955,0.0460707223160914,36821.0
17430,2026-04-16,R241,FB01,Almacén,CUBIE410003,1209.041,1208.995,-0.046,147.0,0.046,0.0038046683280385032,147.0
17432,2026-04-16,R241,FB01,Almacén,CUBIE410010,61.152,755.518,694.366,2780936.0,694.366,1135.4755363683935,2780936.0
17438,2026-04-16,R241,FB01,Almacén,CUBIE410029,5016.01,6528.288,1512.278,4317554.0,1512.278,30.149022828901856,4317554.0
17440,2026-04-16,R241,FB01,Almacén,CUBIE410031,172.234,172.644,0.41,956.0,0.41,0.238048236701232,956.0
