,fecha,centro,almacen,tipo_stock,material,cantidad_teorica,cantidad_contada,stock_diferencia,impacto_valor,diferencia_absoluta,diferencia_porcentual,impacto_economico_abs
7023,2026-02-12,R241,MP01,Almacén,2008208,3015.868,2608.0,-407.868,355578.0,407.868,13.524066703184623,355578.0
7033,2026-02-12,R241,MP01,Almacén,2008650,4852.597,4670.0,-182.597,154578.0,182.597,3.762871715907998,154578.0
7035,2026-02-12,R241,MP01,Almacén,2008964,934.0,1402.0,468.0,352868.0,468.0,50.107066381156315,352868.0
7039,2026-02-12,R241,MP01,Almacén,2008967,720.0,660.0,-60.0,44447.0,60.0,8.333333333333332,44447.0
7041,2026-02-12,R241,MP01,Almacén,2008968,13364.677,13414.0,49.323,37456.0,49.323,0.36905493488544466,37456.0
7414,2026-02-12,R241,FB01,Almacén,BARBT410001,793.53,464.528,-329.002,66228760.0,329.002,41.460562297581696,66228760.0
7416,2026-02-12,R241,FB01,Almacén,CWSEU410001,272306.0,250168.0,-22138.0,7748300.0,22138.0,8.129824535632707,7748300.0
7418,2026-02-12,R241,FB01,Almacén,PASTA410001,501.888,782.912,281.024,79033223.0,281.024,55.993369038510586,79033223.0
7420,2026-02-12,R241,FB01,Almacén,ARCIL410001,1246.154,1299.997,53.843,5495001.0,53.843,4.3207340344772796,5495001.0
7422,2026-02-12,R241,FB01,Almacén,ARCIL410002,1588.028,1620.016,31.988,3264567.0,31.988,2.014322165604133,3264567.0
7424,2026-02-12,R241,FB01,Almacén,ARCIL410003,1180.794,1078.583,-102.211,10431247.0,102.211,8.656124607679239,10431247.0
7426,2026-02-12,R241,FB01,Almacén,ARCIL410004,1732.735,1691.012,-41.723,4258083.0,41.723,2.407927351845493,4258083.0
7428,2026-02-12,R241,FB01,Almacén,ARCIL410005,301.423,266.466,-34.957,6097904.0,34.957,11.597323362848886,6097904.0
7430,2026-02-12,R241,FB01,Almacén,ARCIL410007,2666.435,2666.009,-0.426,40452.0,0.426,0.01597638794870304,40452.0
7432,2026-02-12,R241,FB01,Almacén,ARCIL410008,3386.63,3420.0,33.37,4223841.0,33.37,0.9853453137780034,4223841.0
7434,2026-02-12,R241,FB01,Almacén,TRITU410001,21.147,20.462,-0.685,17280.0,0.685,3.2392301508488206,17280.0
7438,2026-02-12,R241,MP01,Almacén,1007039,13273.274,13279.001,5.727,7581.0,5.727,0.04314685284128091,7581.0
7440,2026-02-12,R241,MP01,Almacén,1007042,125.213,173.893,48.68,2999024.0,48.68,38.87775231006365,2999024.0
7444,2026-02-12,R241,MP01,Almacén,1007131,4299.26,3418.001,-881.259,2465765.0,881.259,20.497922898359253,2465765.0
7446,2026-02-12,R241,MP01,Almacén,1007151,479647.797,505077.5,25429.703,8213681.0,25429.703,5.301744980181781,8213681.0
7448,2026-02-12,R241,MP01,Almacén,1007152,6673.476,6800.0,126.524,349529.0,126.524,1.895923503733287,349529.0
7454,2026-02-12,R241,MP01,Almacén,1008433,61020.996,61021.0,0.004,7.0,0.004,6.555120798093824e-06,7.0
7456,2026-02-12,R241,MP01,Almacén,1008435,340220.0,340220.031,0.031,10.0,0.031,9.111751219798954e-06,10.0
7582,2026-02-12,R241,MP01,Almacén,1004427,160.738,127.62,-33.118,1730822.0,33.118,20.60371536288868,1730822.0
7584,2026-02-12,R241,MP01,Almacén,1004447,1650.0,1600.0,-50.0,252030.0,50.0,3.0303030303030303,252030.0
7600,2026-02-12,R241,MP01,Almacén,1006954,1690.0,1710.0,20.0,180416.0,20.0,1.183431952662722,180416.0
7606,2026-02-12,R241,MP01,Almacén,1007037,47.73,16.23,-31.5,1678929.0,31.5,65.99622878692647,1678929.0
7628,2026-02-12,R241,MP01,Almacén,1007060,958.546,657.0,-301.546,3341158.0,301.546,31.458688471914755,3341158.0
7634,2026-02-12,R241,MP01,Almacén,1007080,7700.0,7660.0,-40.0,31515.0,40.0,0.5194805194805194,31515.0
7636,2026-02-12,R241,MP01,Almacén,1007083,8822.0,8832.0,10.0,17714.0,10.0,0.11335298118340513,17714.0
7644,2026-02-12,R241,MP01,Almacén,1007092,123.0,122.5,-0.5,16908.0,0.5,0.40650406504065045,16908.0
7650,2026-02-12,R241,MP01,Almacén,1007100,120.8,121.0,0.2,11434.0,0.2,0.16556291390728478,11434.0
7652,2026-02-12,R241,MP01,Almacén,1007101,2832.0,2872.0,40.0,19992.0,40.0,1.4124293785310735,19992.0
7654,2026-02-12,R241,MP01,Almacén,1007104,192.5,191.0,-1.5,24144.0,1.5,0.7792207792207793,24144.0
7656,2026-02-12,R241,MP01,Almacén,1007105,812.0,821.0,9.0,198705.0,9.0,1.1083743842364533,198705.0
7662,2026-02-12,R241,MP01,Almacén,1007126,1116.0,1106.0,-10.0,17820.0,10.0,0.8960573476702508,17820.0
7664,2026-02-12,R241,MP01,Almacén,1007127,9614.0,9630.0,16.0,29351.0,16.0,0.16642396505096732,29351.0
7672,2026-02-12,R241,MP01,Almacén,1007136,94.0,90.0,-4.0,37873.0,4.0,4.25531914893617,37873.0
7674,2026-02-12,R241,MP01,Almacén,1007149,64.0,63.5,-0.5,6362.0,0.5,0.78125,6362.0
7686,2026-02-12,R241,MP01,Almacén,1007644,20074.0,20214.0,140.0,110575.0,140.0,0.6974195476736077,110575.0
7688,2026-02-12,R241,MP01,Almacén,1007682,861.628,1027.75,166.122,6909028.0,166.122,19.280014112818993,6909028.0
7690,2026-02-12,R241,MP01,Almacén,1007691,140.83,86.46,-54.37,2133525.0,54.37,38.6068309309096,2133525.0
7696,2026-02-12,R241,MP01,Almacén,1007753,105.585,118.34,12.755,427745.0,12.755,12.08031443860397,427745.0
7702,2026-02-12,R241,MP01,Almacén,1007781,0.0,23.0,23.0,58006.0,23.0,inf,58006.0
7708,2026-02-12,R241,MP01,Almacén,1008187,755.066,683.02,-72.046,2967894.0,72.046,9.541682448951484,2967894.0
7710,2026-02-12,R241,MP01,Almacén,1008193,1451.459,1338.8,-112.659,3629096.0,112.659,7.761776254100185,3629096.0
7712,2026-02-12,R241,MP01,Almacén,1008194,1752.07,1671.95,-80.12,1913179.0,80.12,4.572876654471568,1913179.0
7716,2026-02-12,R241,MP01,Almacén,1008198,18475.0,18305.0,-170.0,580759.0,170.0,0.9201623815967523,580759.0
7880,2026-02-12,R241,FB01,Almacén,BASEC410001,4233.5,4223.023,-10.477,53297.0,10.477,0.24747844573048305,53297.0
7884,2026-02-12,R241,FB01,Almacén,BASEN410001,39968.034,28912.509,-11055.525,43392935.0,11055.525,27.660917722397855,43392935.0
7886,2026-02-12,R241,FB01,Almacén,BASEN410003,8023.268,8025.193,1.925,9202.0,1.925,0.023992717182075934,9202.0
7888,2026-02-12,R241,FB01,Almacén,BASEN410005,14600.505,14599.035,-1.47,3913.0,1.47,0.010068144903207114,3913.0
7890,2026-02-12,R241,FB01,Almacén,BASEN410008,5037.762,5190.987,153.225,608150.0,153.225,3.041529155208206,608150.0
7892,2026-02-12,R241,FB01,Almacén,BASEN410014,20252.37,20214.484,-37.886,121728.0,37.886,0.18706946396890836,121728.0
7894,2026-02-12,R241,FB01,Almacén,CUBIE410005,1601.827,1582.196,-19.631,68100.0,19.631,1.2255380886949714,68100.0
7896,2026-02-12,R241,FB01,Almacén,CUBIE410010,0.523,2642.164,2641.641,11081684.0,2641.641,505093.8814531549,11081684.0
7898,2026-02-12,R241,FB01,Almacén,CUBIE410018,1530.933,1468.0,-62.933,739400.0,62.933,4.1107612155463364,739400.0
7900,2026-02-12,R241,FB01,Almacén,CUBIE410019,402.883,402.18,-0.703,5276.0,0.703,0.17449234641322667,5276.0
7904,2026-02-12,R241,FB01,Almacén,CUBIE410029,5248.161,6942.49,1694.329,4910165.0,1694.329,32.28424204211723,4910165.0
7906,2026-02-12,R241,FB01,Almacén,ENGON410002,3142.705,3137.927,-4.778,8768.0,4.778,0.1520346325856229,8768.0
7908,2026-02-12,R241,FB01,Almacén,ENGON410005,37806.226,44282.021,6475.795,15392965.0,6475.795,17.128911518436144,15392965.0
8016,2026-02-12,R241,FB01,Almacén,CUBIE410031,235.539,0.0,-235.539,1656310.0,235.539,100.0,1656310.0
8317,2026-02-19,R241,FB01,Almacén,BARBT410001,656.205,229.55,-426.655,85886506.0,426.655,65.01855365320289,85886506.0
8319,2026-02-19,R241,FB01,Almacén,CWSEU410001,265049.35,250504.0,-14545.35,5090872.0,14545.35,5.487789349417382,5090872.0
8321,2026-02-19,R241,FB01,Almacén,PASTA410001,537.515,710.782,173.267,48728398.0,173.267,32.23482135382268,48728398.0
8325,2026-02-19,R241,MP01,Almacén,1007039,23288.239,24238.002,949.763,1320017.0,949.763,4.078294627601512,1320017.0
8327,2026-02-19,R241,MP01,Almacén,1007042,101.613,120.004,18.391,1125344.0,18.391,18.099062127877335,1125344.0
8331,2026-02-19,R241,MP01,Almacén,1007131,6343.269,5111.0,-1232.269,3074963.0,1232.269,19.42640301081351,3074963.0
8333,2026-02-19,R241,MP01,Almacén,1007151,489379.618,495005.688,5626.07,1840852.0,5626.07,1.1496330850460552,1840852.0
8335,2026-02-19,R241,MP01,Almacén,1007152,5287.715,5250.0,-37.715,104190.0,37.715,0.7132570495951465,104190.0
8345,2026-02-19,R241,FB01,Almacén,TRITU410001,93.4,93.944,0.544,13723.0,0.544,0.582441113490364,13723.0
8471,2026-02-19,R241,FB01,Almacén,BASEC410001,5680.345,5703.081,22.736,115658.0,22.736,0.4002573787331579,115658.0
8473,2026-02-19,R241,FB01,Almacén,BASEN410001,26657.014,26626.062,-30.952,121487.0,30.952,0.11611202965193326,121487.0
8475,2026-02-19,R241,FB01,Almacén,BASEN410003,5280.229,3861.618,-1418.611,6780961.0,1418.611,26.86646734450343,6780961.0
8477,2026-02-19,R241,FB01,Almacén,BASEN410005,7662.263,11372.249,3709.986,9875983.0,3709.986,48.418933153299484,9875983.0
8479,2026-02-19,R241,FB01,Almacén,BASEN410008,4052.987,4064.189,11.202,44461.0,11.202,0.276388747360897,44461.0
8481,2026-02-19,R241,FB01,Almacén,BASEN410010,1080.0,1078.429,-1.571,7622.0,1.571,0.14546296296296296,7622.0
8483,2026-02-19,R241,FB01,Almacén,BASEN410014,15709.042,17301.318,1592.276,5115983.0,1592.276,10.136047761537592,5115983.0
8485,2026-02-19,R241,FB01,Almacén,CUBIE410005,840.621,856.931,16.31,56579.0,16.31,1.9402322806591794,56579.0
8487,2026-02-19,R241,FB01,Almacén,CUBIE410010,962.736,3889.079,2926.343,12276009.0,2926.343,303.9611066792973,12276009.0
8489,2026-02-19,R241,FB01,Almacén,CUBIE410018,1157.562,1156.488,-1.074,12618.0,1.074,0.09278120739969005,12618.0
8491,2026-02-19,R241,FB01,Almacén,CUBIE410019,1301.657,1308.539,6.882,51649.0,6.882,0.5287107125763546,51649.0
8493,2026-02-19,R241,FB01,Almacén,CUBIE410025,477.7,477.98,0.28,1359.0,0.28,0.058614193008164124,1359.0
8495,2026-02-19,R241,FB01,Almacén,CUBIE410029,7140.69,6217.663,-923.027,2674932.0,923.027,12.926299839371266,2674932.0
8497,2026-02-19,R241,FB01,Almacén,CUBIE410031,226.293,226.072,-0.221,1554.0,0.221,0.09766099702597959,1554.0
8499,2026-02-19,R241,FB01,Almacén,ENGON410002,5227.002,5220.239,-6.763,12410.0,6.763,0.1293858314957599,12410.0
8501,2026-02-19,R241,FB01,Almacén,ENGON410005,32418.713,36941.681,4522.968,10751095.0,4522.968,13.951719798376944,10751095.0
8561,2026-02-19,R241,FB01,Almacén,CUBIE410002,2.605,0.0,-2.605,7844.0,2.605,100.0,7844.0
8581,2026-02-19,R241,FB01,Almacén,CUBIE410014,2.952,0.0,-2.952,35997.0,2.952,100.0,35997.0
8587,2026-02-19,R241,FB01,Almacén,CUBIE410017,1.536,0.0,-1.536,5073.0,1.536,100.0,5073.0
8639,2026-02-19,R241,MP01,Almacén,1004427,176.27,265.04,88.77,4639320.0,88.77,50.36024280932659,4639320.0
8653,2026-02-19,R241,MP01,Almacén,1005062,1760.0,1736.0,-24.0,90586.0,24.0,1.3636363636363635,90586.0
8657,2026-02-19,R241,MP01,Almacén,1006954,2536.0,2530.0,-6.0,54125.0,6.0,0.23659305993690852,54125.0
8661,2026-02-19,R241,MP01,Almacén,1006958,67.351,66.0,-1.351,60683.0,1.351,2.0059093406185506,60683.0
8663,2026-02-19,R241,MP01,Almacén,1007037,13.598,9.99,-3.608,192304.0,3.608,26.533313722606266,192304.0
8685,2026-02-19,R241,MP01,Almacén,1007060,428.261,700.0,271.739,3010893.0,271.739,63.45172686749435,3010893.0
8691,2026-02-19,R241,MP01,Almacén,1007070,868.0,866.0,-2.0,10587.0,2.0,0.2304147465437788,10587.0
8693,2026-02-19,R241,MP01,Almacén,1007080,8855.0,8800.0,-55.0,43338.0,55.0,0.6211180124223602,43338.0
8695,2026-02-19,R241,MP01,Almacén,1007083,9514.0,9550.0,36.0,63567.0,36.0,0.37838974143367665,63567.0
8699,2026-02-19,R241,MP01,Almacén,1007085,2268.0,2300.0,32.0,25692.0,32.0,1.4109347442680775,25692.0
8711,2026-02-19,R241,MP01,Almacén,1007101,2828.0,2870.0,42.0,20995.0,42.0,1.4851485148514851,20995.0
8713,2026-02-19,R241,MP01,Almacén,1007104,178.0,176.0,-2.0,32192.0,2.0,1.1235955056179776,32192.0
8715,2026-02-19,R241,MP01,Almacén,1007105,696.3,692.5,-3.8,83898.0,3.8,0.5457417779692662,83898.0
8717,2026-02-19,R241,MP01,Almacén,1007108,2658.5,2652.5,-6.0,7308.0,6.0,0.22569117923641152,7308.0
8721,2026-02-19,R241,MP01,Almacén,1007126,990.0,986.0,-4.0,7128.0,4.0,0.40404040404040403,7128.0
8723,2026-02-19,R241,MP01,Almacén,1007127,11664.0,11690.0,26.0,47696.0,26.0,0.22290809327846364,47696.0
8727,2026-02-19,R241,MP01,Almacén,1007133,13938.7,13784.0,-154.7,245123.0,154.7,1.1098595995322373,245123.0
8729,2026-02-19,R241,MP01,Almacén,1007135,117.0,115.0,-2.0,67104.0,2.0,1.7094017094017095,67104.0
8741,2026-02-19,R241,MP01,Almacén,1007342,223.4,223.5,0.1,3611.0,0.1,0.044762757385854966,3611.0
8745,2026-02-19,R241,MP01,Almacén,1007644,23034.0,22980.0,-54.0,42656.0,54.0,0.23443605105496224,42656.0
8747,2026-02-19,R241,MP01,Almacén,1007682,808.32,842.06,33.74,1403249.0,33.74,4.174089469517023,1403249.0
8749,2026-02-19,R241,MP01,Almacén,1007691,621.111,578.75,-42.361,1655411.0,42.361,6.82019800003542,1655411.0
8751,2026-02-19,R241,MP01,Almacén,1007731,896.0,900.0,4.0,14812.0,4.0,0.4464285714285714,14812.0
8755,2026-02-19,R241,MP01,Almacén,1007753,336.616,314.76,-21.856,732951.0,21.856,6.492858331154788,732951.0
8765,2026-02-19,R241,MP01,Almacén,1008186,3710.0,3700.0,-10.0,35827.0,10.0,0.2695417789757413,35827.0
8767,2026-02-19,R241,MP01,Almacén,1008187,491.099,428.57,-62.529,2575847.0,62.529,12.732463311878053,2575847.0
8769,2026-02-19,R241,MP01,Almacén,1008193,742.806,737.05,-5.756,185419.0,5.756,0.7748995026965317,185419.0
8771,2026-02-19,R241,MP01,Almacén,1008194,1124.598,1175.09,50.492,1205695.0,50.492,4.489782126591013,1205695.0
8775,2026-02-19,R241,MP01,Almacén,1008198,26191.0,26198.0,7.0,23914.0,7.0,0.02672673819250888,23914.0
9040,2026-02-28,R241,MP01,Almacén,2005265,0.166,1196.0,1195.834,4749312.0,1195.834,720381.9277108434,4749312.0
9042,2026-02-28,R241,MP01,Almacén,2005285,5250.442,3600.0,-1650.442,69332.0,1650.442,31.434344003800064,69332.0
9066,2026-02-28,R241,MP01,Almacén,2007001,1607.485,1603.0,-4.485,133568.0,4.485,0.279007269119152,133568.0
9068,2026-02-28,R241,MP01,Almacén,2007007,831.0,823.0,-8.0,399354.0,8.0,0.9626955475330927,399354.0
9070,2026-02-28,R241,MP01,Almacén,2007008,122199.029,120000.0,-2199.029,187359.0,2199.029,1.7995470324072707,187359.0
9072,2026-02-28,R241,MP01,Almacén,2007012,1350.026,1350.0,-0.026,1.0,0.026,0.001925888834733553,1.0
9074,2026-02-28,R241,MP01,Almacén,2007031,33.0,3.0,-30.0,245273.0,30.0,90.9090909090909,245273.0
9076,2026-02-28,R241,MP01,Almacén,2007034,200.664,185.0,-15.664,233394.0,15.664,7.8060838017780965,233394.0
9078,2026-02-28,R241,MP01,Almacén,2007036,12500.1,12500.0,-0.1,1.0,0.1,0.0007999936000511995,1.0
9094,2026-02-28,R241,MP01,Almacén,2007502,1399.985,1408.0,8.015,236894.0,8.015,0.5725061339942928,236894.0
9104,2026-02-28,R241,MP01,Almacén,2007590,520.016,402.0,-118.016,2141627.0,118.016,22.694686317344086,2141627.0
9106,2026-02-28,R241,MP01,Almacén,2007592,583.619,541.0,-42.619,774122.0,42.619,7.3025381284707995,774122.0
9110,2026-02-28,R241,MP01,Almacén,2007940,22304.469,20394.0,-1910.469,1373371.0,1910.469,8.565409021842214,1373371.0
9112,2026-02-28,R241,MP01,Almacén,2007941,4908.293,3888.0,-1020.293,739735.0,1020.293,20.78712497399809,739735.0
9114,2026-02-28,R241,MP01,Almacén,2007942,7075.67,5790.0,-1285.67,932442.0,1285.67,18.17029341390992,932442.0
9116,2026-02-28,R241,MP01,Almacén,2007943,4.895,2288.0,2283.105,1658003.0,2283.105,46641.57303370787,1658003.0
9132,2026-02-28,R241,MP01,Almacén,2008161,8438.596,8448.0,9.404,8083.0,9.404,0.11144033912750416,8083.0
9134,2026-02-28,R241,MP01,Almacén,2008162,5718.7,5160.0,-558.7,497500.0,558.7,9.76970290450627,497500.0
9138,2026-02-28,R241,MP01,Almacén,2008208,25.198,318.0,292.802,256982.0,292.802,1162.0049210254783,256982.0
9148,2026-02-28,R241,MP01,Almacén,2008650,678.536,968.0,289.464,259794.0,289.464,42.660079936805126,259794.0
9150,2026-02-28,R241,MP01,Almacén,2008964,2409.033,2628.0,218.967,165863.0,218.967,9.089414715365047,165863.0
9154,2026-02-28,R241,MP01,Almacén,2008967,6921.784,6900.0,-21.784,16246.0,21.784,0.3147165528424464,16246.0
9156,2026-02-28,R241,MP01,Almacén,2008968,8158.914,7450.0,-708.914,539158.0,708.914,8.688827949406011,539158.0
9804,2026-02-28,R241,FB01,Almacén,BARBT410001,686.02,240.548,-445.472,89674405.0,445.472,64.93571615987872,89674405.0
9806,2026-02-28,R241,FB01,Almacén,CWSEU410001,292314.775,204320.0,-87994.775,30798171.0,87994.775,30.10274626043107,30798171.0
9808,2026-02-28,R241,FB01,Almacén,PASTA410001,554.631,783.472,228.841,64357641.0,228.841,41.26004496683381,64357641.0
9810,2026-02-28,R241,FB01,Almacén,ARCIL410001,2138.205,2050.012,-88.193,9000625.0,88.193,4.12462790050533,9000625.0
9812,2026-02-28,R241,FB01,Almacén,ARCIL410002,1968.649,1969.996,1.347,137469.0,1.347,0.06842255780487025,137469.0
9814,2026-02-28,R241,FB01,Almacén,ARCIL410003,1105.962,1182.536,76.574,7814836.0,76.574,6.923746023823603,7814836.0
9816,2026-02-28,R241,FB01,Almacén,ARCIL410004,1807.228,1750.011,-57.217,5839339.0,57.217,3.1660089374445284,5839339.0
9818,2026-02-28,R241,FB01,Almacén,ARCIL410005,158.52,171.888,13.368,2331914.0,13.368,8.433005299015898,2331914.0
9820,2026-02-28,R241,FB01,Almacén,ARCIL410007,2600.628,2620.011,19.383,1840552.0,19.383,0.7453199765595079,1840552.0
9822,2026-02-28,R241,FB01,Almacén,ARCIL410008,3177.619,3250.004,72.385,9162204.0,72.385,2.2779634688740216,9162204.0
9824,2026-02-28,R241,FB01,Almacén,TRITU410001,75.915,75.221,-0.694,17507.0,0.694,0.9141803332674701,17507.0
9828,2026-02-28,R241,MP01,Almacén,1007039,24200.912,24238.002,37.09,49433.0,37.09,0.1532586871106345,49433.0
9830,2026-02-28,R241,MP01,Almacén,1007042,158.296,158.032,-0.264,16313.0,0.264,0.1667761661697074,16313.0
9834,2026-02-28,R241,MP01,Almacén,1007131,6173.519,6357.0,183.481,510028.0,183.481,2.972065041024414,510028.0
9836,2026-02-28,R241,MP01,Almacén,1007151,476419.478,495005.688,18586.21,6129308.0,18586.21,3.901227984637521,6129308.0
9838,2026-02-28,R241,MP01,Almacén,1007152,25086.515,25400.0,313.485,783564.0,313.485,1.2496155803227353,783564.0
9844,2026-02-28,R241,MP01,Almacén,1008433,34541.0,34471.0,-70.0,127846.0,70.0,0.20265771112590836,127846.0
9848,2026-02-28,R241,FB01,Almacén,BASEC410001,1649.58,1654.286,4.706,23939.0,4.706,0.285284739145722,23939.0
9850,2026-02-28,R241,FB01,Almacén,BASEC410016,339.081,339.054,-0.027,159.0,0.027,0.007962699178072496,159.0
9852,2026-02-28,R241,FB01,Almacén,BASEN410001,26357.216,33074.45,6717.234,26365143.0,6717.234,25.485369926778308,26365143.0
9854,2026-02-28,R241,FB01,Almacén,BASEN410003,5575.576,5575.732,0.156,746.0,0.156,0.002797917201738439,746.0
9856,2026-02-28,R241,FB01,Almacén,BASEN410005,9400.008,9305.931,-94.077,250433.0,94.077,1.0008182971759172,250433.0
9858,2026-02-28,R241,FB01,Almacén,BASEN410008,1288.189,1374.011,85.822,340628.0,85.822,6.662221149225774,340628.0
9862,2026-02-28,R241,FB01,Almacén,BASEN410014,28485.563,27581.475,-904.088,2904835.0,904.088,3.173846344550044,2904835.0
9864,2026-02-28,R241,FB01,Almacén,CUBIE410003,1847.59,1748.787,-98.803,316960.0,98.803,5.347669125725946,316960.0
9866,2026-02-28,R241,FB01,Almacén,CUBIE410010,2068.441,6329.285,4260.844,17874241.0,4260.844,205.9930159961053,17874241.0
9868,2026-02-28,R241,FB01,Almacén,CUBIE410019,1775.639,1775.836,0.197,1478.0,0.197,0.011094597494197864,1478.0
9870,2026-02-28,R241,FB01,Almacén,CUBIE410025,477.98,478.015,0.035,170.0,0.035,0.00732248211222227,170.0
9872,2026-02-28,R241,FB01,Almacén,CUBIE410029,8768.408,9056.264,287.856,834207.0,287.856,3.2828764354943343,834207.0
9874,2026-02-28,R241,FB01,Almacén,ENGON410002,2790.746,1483.198,-1307.548,2399353.0,1307.548,46.85299199568861,2399353.0
9876,2026-02-28,R241,FB01,Almacén,ENGON410005,6260.035,26911.604,20651.569,49088780.0,20651.569,329.8954239073743,49088780.0
9890,2026-02-28,R241,MP01,Almacén,1004427,96.488,0.0,-96.488,5042680.0,96.488,100.0,5042680.0
9894,2026-02-28,R241,MP01,Almacén,1004723,7000.0,7050.0,50.0,194744.0,50.0,0.7142857142857143,194744.0
9896,2026-02-28,R241,MP01,Almacén,1004883,11500.0,11530.0,30.0,141677.0,30.0,0.26086956521739135,141677.0
9898,2026-02-28,R241,MP01,Almacén,1004893,74.5,75.0,0.5,23575.0,0.5,0.6711409395973155,23575.0
9900,2026-02-28,R241,MP01,Almacén,1004927,128.5,128.0,-0.5,3131.0,0.5,0.38910505836575876,3131.0
9904,2026-02-28,R241,MP01,Almacén,1005062,1160.0,1158.0,-2.0,7549.0,2.0,0.1724137931034483,7549.0
9908,2026-02-28,R241,MP01,Almacén,1006954,1480.0,1516.0,36.0,324748.0,36.0,2.4324324324324325,324748.0
9914,2026-02-28,R241,MP01,Almacén,1007037,9.99,16.23,6.24,332588.0,6.24,62.46246246246246,332588.0
9922,2026-02-28,R241,MP01,Almacén,1007046,1024.0,1021.0,-3.0,47349.0,3.0,0.29296875,47349.0
9930,2026-02-28,R241,MP01,Almacén,1007053,18.2,18.0,-0.2,6493.0,0.2,1.098901098901099,6493.0
9936,2026-02-28,R241,MP01,Almacén,1007060,598.213,600.0,1.787,19800.0,1.787,0.2987230300912886,19800.0
9938,2026-02-28,R241,MP01,Almacén,1007061,160.0,40.0,-120.0,1237560.0,120.0,75.0,1237560.0
9944,2026-02-28,R241,MP01,Almacén,1007080,8360.0,8260.0,-100.0,78799.0,100.0,1.1961722488038278,78799.0
9946,2026-02-28,R241,MP01,Almacén,1007083,7759.0,7848.0,89.0,156637.0,89.0,1.14705503286506,156637.0
9950,2026-02-28,R241,MP01,Almacén,1007085,1593.0,1591.0,-2.0,1609.0,2.0,0.12554927809165098,1609.0
9952,2026-02-28,R241,MP01,Almacén,1007091,9.3,9.2,-0.1,4046.0,0.1,1.075268817204301,4046.0
9958,2026-02-28,R241,MP01,Almacén,1007099,68.0,67.5,-0.5,20954.0,0.5,0.7352941176470588,20954.0
9962,2026-02-28,R241,MP01,Almacén,1007101,2494.0,2508.0,14.0,6999.0,14.0,0.5613472333600642,6999.0
9964,2026-02-28,R241,MP01,Almacén,1007104,159.0,160.0,1.0,16096.0,1.0,0.628930817610063,16096.0
9966,2026-02-28,R241,MP01,Almacén,1007105,446.5,440.2,-6.3,137859.0,6.3,1.4109742441209405,137859.0
9968,2026-02-28,R241,MP01,Almacén,1007108,3048.0,3020.0,-28.0,34104.0,28.0,0.9186351706036745,34104.0
9970,2026-02-28,R241,MP01,Almacén,1007111,3140.0,3130.0,-10.0,59055.0,10.0,0.3184713375796179,59055.0
9972,2026-02-28,R241,MP01,Almacén,1007126,766.0,772.0,6.0,10692.0,6.0,0.7832898172323759,10692.0
9974,2026-02-28,R241,MP01,Almacén,1007127,11480.0,11590.0,110.0,201791.0,110.0,0.9581881533101044,201791.0
9978,2026-02-28,R241,MP01,Almacén,1007133,15132.0,15227.0,95.0,150253.0,95.0,0.6278086174993391,150253.0
9990,2026-02-28,R241,MP01,Almacén,1007257,1900.0,1930.0,30.0,143323.0,30.0,1.5789473684210527,143323.0
9992,2026-02-28,R241,MP01,Almacén,1007342,381.4,379.4,-2.0,71158.0,2.0,0.5243838489774515,71158.0
9996,2026-02-28,R241,MP01,Almacén,1007644,22373.0,22451.0,78.0,61618.0,78.0,0.3486345148169669,61618.0
9998,2026-02-28,R241,MP01,Almacén,1007682,685.316,736.12,50.804,2090097.0,50.804,7.413222513409873,2090097.0
10000,2026-02-28,R241,MP01,Almacén,1007691,146.676,70.83,-75.846,2967568.0,75.846,51.70989118874254,2967568.0
10006,2026-02-28,R241,MP01,Almacén,1007753,245.304,155.16,-90.144,3023020.0,90.144,36.747872028177284,3023020.0
10018,2026-02-28,R241,MP01,Almacén,1008187,699.307,645.49,-53.817,2158900.0,53.817,7.695761661187432,2158900.0
10020,2026-02-28,R241,MP01,Almacén,1008193,1485.022,1474.64,-10.382,333126.0,10.382,0.6991142218768476,333126.0
10022,2026-02-28,R241,MP01,Almacén,1008194,1829.345,1774.91,-54.435,1293514.0,54.435,2.9756552208577385,1293514.0
10024,2026-02-28,R241,MP01,Almacén,1008196,6850.0,6900.0,50.0,218408.0,50.0,0.7299270072992701,218408.0
10026,2026-02-28,R241,MP01,Almacén,1008198,26500.0,26424.0,-76.0,259633.0,76.0,0.28679245283018867,259633.0
10036,2026-02-28,R241,MP01,Almacén,1008439,1250.0,1263.65,13.65,799740.0,13.65,1.092,799740.0
10086,2026-02-28,R241,FB01,Almacén,CUBIE410002,57.439,0.0,-57.439,172949.0,57.439,100.0,172949.0
10088,2026-02-28,R241,FB01,Almacén,CUBIE410004,0.012,0.0,-0.012,40.0,0.012,100.0,40.0
10090,2026-02-28,R241,FB01,Almacén,CUBIE410005,62.527,0.0,-62.527,216906.0,62.527,100.0,216906.0
10092,2026-02-28,R241,FB01,Almacén,CUBIE410006,0.125,0.0,-0.125,452.0,0.125,100.0,452.0
10094,2026-02-28,R241,FB01,Almacén,CUBIE410007,0.249,0.0,-0.249,963.0,0.249,100.0,963.0
10114,2026-02-28,R241,FB01,Almacén,CUBIE410018,100.422,0.0,-100.422,1179858.0,100.422,100.0,1179858.0
10134,2026-02-28,R241,FB01,Almacén,CUBIE410031,301.388,0.0,-301.388,2119361.0,301.388,100.0,2119361.0
